,schedule_date,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,home_favorite,fixed_spread,game_info
2726,12/23/1979,PHI,27.0,17.0,CHI,PHI,-6.5, ,1,-6.5,12/23/1979 PHI-CHI
2727,12/29/1979,LAC,14.0,17.0,TEN,LAC,-8.0, ,1,-8.0,12/29/1979 LAC-TEN
2728,12/29/1979,TB,24.0,17.0,PHI,PHI,-4.5, ,-1,4.5,12/29/1979 TB-PHI
2729,12/30/1979,DAL,19.0,21.0,LAR,DAL,-8.5, ,1,-8.5,12/30/1979 DAL-LAR
2730,12/30/1979,PIT,34.0,14.0,MIA,PIT,-9.5, ,1,-9.5,12/30/1979 PIT-MIA
2731,01/06/1980,PIT,27.0,13.0,TEN,PIT,-9.5, ,1,-9.5,01/06/1980 PIT-TEN
2732,01/06/1980,TB,0.0,9.0,LAR,LAR,-3.5, ,-1,3.5,01/06/1980 TB-LAR
2733,01/20/1980,LAR,19.0,31.0,PIT,PIT,-10.5,36,-1,10.5,01/20/1980 LAR-PIT
2734,09/07/1980,BUF,17.0,7.0,MIA,MIA,-3.0,35,-1,3.0,09/07/1980 BUF-MIA
2735,09/07/1980,CIN,12.0,17.0,TB,TB,-1.0,34,-1,1.0,09/07/1980 CIN-TB
2736,09/07/1980,GB,12.0,6.0,CHI,CHI,-6.0,35,-1,6.0,09/07/1980 GB-CHI
2737,09/07/1980,KC,14.0,27.0,OAK,KC,-3.0,42,1,-3.0,09/07/1980 KC-OAK
2738,09/07/1980,LAR,20.0,41.0,DET,LAR,-9.0,38,1,-9.0,09/07/1980 LAR-DET
2739,09/07/1980,MIN,24.0,23.0,ATL,MIN,-4.0,42,1,-4.0,09/07/1980 MIN-ATL
2740,09/07/1980,NE,34.0,17.0,CLE,NE,-6.0,38,1,-6.0,09/07/1980 NE-CLE
2741,09/07/1980,NO,23.0,26.0,SF,NO,-4.0,45,1,-4.0,09/07/1980 NO-SF
2742,09/07/1980,NYJ,14.0,17.0,IND,NYJ,-6.0,41,1,-6.0,09/07/1980 NYJ-IND
2743,09/07/1980,PHI,27.0,6.0,DEN,PHI,-3.0,38,1,-3.0,09/07/1980 PHI-DEN
2744,09/07/1980,PIT,31.0,17.0,TEN,PIT,-7.0,40,1,-7.0,09/07/1980 PIT-TEN
2745,09/07/1980,SEA,13.0,34.0,LAC,LAC,-2.0,45,-1,2.0,09/07/1980 SEA-LAC
2746,09/07/1980,ARI,35.0,41.0,NYG,ARI,-7.0,42,1,-7.0,09/07/1980 ARI-NYG
2747,09/08/1980,WAS,3.0,17.0,DAL,WAS,-2.0,45,1,-2.0,09/08/1980 WAS-DAL
2748,09/11/1980,TB,10.0,9.0,LAR,TB,-3.0,40,1,-3.0,09/11/1980 TB-LAR
2749,09/14/1980,IND,17.0,20.0,PIT,PIT,-7.0,40,-1,7.0,09/14/1980 IND-PIT
2750,09/14/1980,BUF,20.0,10.0,NYJ,PICK,0.0,34,-1,-0.0,09/14/1980 BUF-NYJ
2751,09/14/1980,CHI,22.0,3.0,NO,CHI,-4.0,37,1,-4.0,09/14/1980 CHI-NO
2752,09/14/1980,DEN,41.0,20.0,DAL,DEN,-2.0,40,1,-2.0,09/14/1980 DEN-DAL
2753,09/14/1980,GB,7.0,29.0,DET,DET,-4.0,38,-1,4.0,09/14/1980 GB-DET
2754,09/14/1980,KC,16.0,17.0,SEA,KC,-2.0,38,1,-2.0,09/14/1980 KC-SEA
2755,09/14/1980,MIA,17.0,16.0,CIN,MIA,-7.0,35,1,-7.0,09/14/1980 MIA-CIN
2756,09/14/1980,MIN,7.0,42.0,PHI,MIN,-4.0,40,1,-4.0,09/14/1980 MIN-PHI
2757,09/14/1980,NE,21.0,37.0,ATL,NE,-8.0,49,1,-8.0,09/14/1980 NE-ATL
2758,09/14/1980,NYG,21.0,23.0,WAS,WAS,-4.0,38,-1,4.0,09/14/1980 NYG-WAS
2759,09/14/1980,LAC,30.0,24.0,OAK,LAC,-7.0,44,1,-7.0,09/14/1980 LAC-OAK
2760,09/14/1980,SF,24.0,21.0,ARI,SF,-3.0,42,1,-3.0,09/14/1980 SF-ARI
2761,09/15/1980,CLE,7.0,16.0,TEN,TEN,-4.0,44,-1,4.0,09/15/1980 CLE-TEN
2762,09/21/1980,ATL,17.0,20.0,MIA,ATL,-3.0,40,1,-3.0,09/21/1980 ATL-MIA
2763,09/21/1980,CHI,14.0,34.0,MIN,CHI,-6.0,39,1,-6.0,09/21/1980 CHI-MIN
2764,09/21/1980,CIN,30.0,28.0,PIT,PIT,-7.0,39,-1,7.0,09/21/1980 CIN-PIT
2765,09/21/1980,CLE,20.0,13.0,KC,CLE,-4.0,38,1,-4.0,09/21/1980 CLE-KC
2766,09/21/1980,DAL,28.0,17.0,TB,DAL,-7.0,36,1,-7.0,09/21/1980 DAL-TB
2767,09/21/1980,DEN,13.0,30.0,LAC,DEN,-2.0,47,1,-2.0,09/21/1980 DEN-LAC
2768,09/21/1980,DET,20.0,7.0,ARI,DET,-7.5,42,1,-7.5,09/21/1980 DET-ARI
2769,09/21/1980,TEN,21.0,16.0,IND,TEN,-7.0,35,1,-7.0,09/21/1980 TEN-IND
2770,09/21/1980,LAR,51.0,21.0,GB,LAR,-14.0,38,1,-14.0,09/21/1980 LAR-GB
2771,09/21/1980,NO,26.0,35.0,BUF,NO,-2.0,40,1,-2.0,09/21/1980 NO-BUF
2772,09/21/1980,NYJ,27.0,37.0,SF,NYJ,-5.0,39,1,-5.0,09/21/1980 NYJ-SF
2773,09/21/1980,OAK,24.0,21.0,WAS,OAK,-4.0,40,1,-4.0,09/21/1980 OAK-WAS
2774,09/21/1980,SEA,31.0,37.0,NE,SEA,-2.0,47,1,-2.0,09/21/1980 SEA-NE
2775,09/22/1980,PHI,35.0,3.0,NYG,PHI,-10.0,40,1,-10.0,09/22/1980 PHI-NYG
2776,09/28/1980,IND,35.0,21.0,NYJ,IND,-4.0,38,1,-4.0,09/28/1980 IND-NYJ
2777,09/28/1980,BUF,24.0,7.0,OAK,BUF,-2.0,42,1,-2.0,09/28/1980 BUF-OAK
2778,09/28/1980,CIN,10.0,13.0,TEN,TEN,-3.0,36,-1,3.0,09/28/1980 CIN-TEN
2779,09/28/1980,DET,27.0,7.0,MIN,DET,-6.0,43,1,-6.0,09/28/1980 DET-MIN
2780,09/28/1980,GB,7.0,28.0,DAL,DAL,-10.0,42,-1,10.0,09/28/1980 GB-DAL
2781,09/28/1980,KC,7.0,24.0,LAC,LAC,-6.0,42,-1,6.0,09/28/1980 KC-LAC
2782,09/28/1980,MIA,21.0,16.0,NO,MIA,-7.0,39,1,-7.0,09/28/1980 MIA-NO
2783,09/28/1980,NYG,7.0,28.0,LAR,LAR,-5.0,42,-1,5.0,09/28/1980 NYG-LAR
2784,09/28/1980,PIT,38.0,3.0,CHI,PIT,-13.0,39,1,-13.0,09/28/1980 PIT-CHI
2785,09/28/1980,SF,17.0,20.0,ATL,SF,-3.0,50,1,-3.0,09/28/1980 SF-ATL
2786,09/28/1980,ARI,24.0,14.0,PHI,PHI,-6.0,44,-1,6.0,09/28/1980 ARI-PHI
2787,09/28/1980,TB,27.0,34.0,CLE,TB,-3.0,35,1,-3.0,09/28/1980 TB-CLE
2788,09/28/1980,WAS,0.0,14.0,SEA,WAS,-4.0,42,1,-4.0,09/28/1980 WAS-SEA
2789,09/29/1980,NE,23.0,14.0,DEN,NE,-4.0,48,1,-4.0,09/29/1980 NE-DEN
2790,10/05/1980,ATL,43.0,28.0,DET,DET,-2.0,42,-1,2.0,10/05/1980 ATL-DET
2791,10/05/1980,CLE,16.0,19.0,DEN,CLE,-4.0,42,1,-4.0,10/05/1980 CLE-DEN
2792,10/05/1980,DAL,24.0,3.0,NYG,DAL,-12.0,42,1,-12.0,10/05/1980 DAL-NYG
2793,10/05/1980,GB,14.0,9.0,CIN,CIN,-7.0,38,-1,7.0,10/05/1980 GB-CIN
2794,10/05/1980,TEN,7.0,26.0,SEA,TEN,-7.0,37,1,-7.0,10/05/1980 TEN-SEA
2795,10/05/1980,LAR,48.0,26.0,SF,LAR,-9.0,48,1,-9.0,10/05/1980 LAR-SF
2796,10/05/1980,MIA,17.0,30.0,IND,MIA,-1.0,36,1,-1.0,10/05/1980 MIA-IND
2797,10/05/1980,MIN,17.0,23.0,PIT,PIT,-8.0,46,-1,8.0,10/05/1980 MIN-PIT
2798,10/05/1980,NO,7.0,40.0,ARI,ARI,-1.0,45,-1,1.0,10/05/1980 NO-ARI
2799,10/05/1980,NYJ,11.0,21.0,NE,NE,-4.0,49,-1,4.0,10/05/1980 NYJ-NE
2800,10/05/1980,OAK,17.0,31.0,KC,OAK,-7.0,39,1,-7.0,10/05/1980 OAK-KC
2801,10/05/1980,PHI,24.0,14.0,WAS,PHI,-7.0,35,1,-7.0,10/05/1980 PHI-WAS
2802,10/05/1980,LAC,24.0,26.0,BUF,LAC,-7.0,44,1,-7.0,10/05/1980 LAC-BUF
2803,10/06/1980,CHI,23.0,0.0,TB,TB,-1.0,35,-1,1.0,10/06/1980 CHI-TB
2804,10/12/1980,ATL,7.0,14.0,NYJ,ATL,-7.0,46,1,-7.0,10/12/1980 ATL-NYJ
2805,10/12/1980,BUF,12.0,17.0,IND,BUF,-3.0,40,1,-3.0,10/12/1980 BUF-IND
2806,10/12/1980,DAL,59.0,14.0,SF,DAL,-9.0,48,1,-9.0,10/12/1980 DAL-SF
2807,10/12/1980,DET,24.0,13.0,NO,DET,-11.0,45,1,-11.0,10/12/1980 DET-NO
2808,10/12/1980,KC,21.0,20.0,TEN,TEN,-4.0,36,-1,4.0,10/12/1980 KC-TEN
2809,10/12/1980,MIN,13.0,7.0,CHI,MIN,-3.0,38,1,-3.0,10/12/1980 MIN-CHI
2810,10/12/1980,NE,34.0,0.0,MIA,NE,-7.0,43,1,-7.0,10/12/1980 NE-MIA
2811,10/12/1980,NYG,16.0,31.0,PHI,PHI,-8.0,41,-1,8.0,10/12/1980 NYG-PHI
2812,10/12/1980,OAK,38.0,24.0,LAC,LAC,-6.0,45,-1,6.0,10/12/1980 OAK-LAC
2813,10/12/1980,PIT,16.0,17.0,CIN,PIT,-13.0,40,1,-13.0,10/12/1980 PIT-CIN
2814,10/12/1980,SEA,3.0,27.0,CLE,SEA,-4.0,40,1,-4.0,10/12/1980 SEA-CLE
2815,10/12/1980,ARI,13.0,21.0,LAR,LAR,-3.0,49,-1,3.0,10/12/1980 ARI-LAR
2816,10/12/1980,TB,14.0,14.0,GB,TB,-8.0,36,1,-8.0,10/12/1980 TB-GB
2817,10/13/1980,DEN,20.0,17.0,WAS,DEN,-6.0,35,1,-6.0,10/13/1980 DEN-WAS
2818,10/19/1980,IND,21.0,37.0,NE,IND,-3.0,43,1,-3.0,10/19/1980 IND-NE
2819,10/19/1980,CHI,24.0,7.0,DET,DET,-3.0,40,-1,3.0,10/19/1980 CHI-DET
2820,10/19/1980,CIN,14.0,0.0,MIN,CIN,-4.0,36,1,-4.0,10/19/1980 CIN-MIN
2821,10/19/1980,CLE,26.0,21.0,GB,CLE,-9.0,37,1,-9.0,10/19/1980 CLE-GB
2822,10/19/1980,DEN,17.0,23.0,KC,DEN,-4.0,40,1,-4.0,10/19/1980 DEN-KC
2823,10/19/1980,TEN,20.0,14.0,TB,TEN,-9.0,34,1,-9.0,10/19/1980 TEN-TB
2824,10/19/1980,MIA,17.0,14.0,BUF,BUF,-2.0,35,-1,2.0,10/19/1980 MIA-BUF
2825,10/19/1980,NO,14.0,41.0,ATL,ATL,-3.0,44,-1,3.0,10/19/1980 NO-ATL
2826,10/19/1980,NYJ,17.0,27.0,SEA,NYJ,-2.0,38,1,-2.0,10/19/1980 NYJ-SEA
2827,10/19/1980,PHI,17.0,10.0,DAL,PHI,-3.0,41,1,-3.0,10/19/1980 PHI-DAL
2828,10/19/1980,LAC,44.0,7.0,NYG,LAC,-15.0,47,1,-15.0,10/19/1980 LAC-NYG
2829,10/19/1980,SF,17.0,31.0,LAR,LAR,-9.0,50,-1,9.0,10/19/1980 SF-LAR
2830,10/19/1980,WAS,23.0,0.0,ARI,WAS,-4.0,39,1,-4.0,10/19/1980 WAS-ARI
2831,10/20/1980,PIT,34.0,45.0,OAK,PIT,-10.0,45,1,-10.0,10/20/1980 PIT-OAK
2832,10/26/1980,ATL,13.0,10.0,LAR,LAR,-3.0,43,-1,3.0,10/26/1980 ATL-LAR
2833,10/26/1980,IND,10.0,17.0,ARI,IND,-8.0,41,1,-8.0,10/26/1980 IND-ARI
2834,10/26/1980,BUF,31.0,13.0,NE,NE,-2.0,42,-1,2.0,10/26/1980 BUF-NE
2835,10/26/1980,CLE,27.0,26.0,PIT,PIT,-3.0,44,-1,3.0,10/26/1980 CLE-PIT
2836,10/26/1980,DAL,42.0,31.0,LAC,DAL,-2.0,45,1,-2.0,10/26/1980 DAL-LAC
2837,10/26/1980,GB,16.0,3.0,MIN,GB,-1.0,36,1,-1.0,10/26/1980 GB-MIN
2838,10/26/1980,TEN,23.0,3.0,CIN,TEN,-6.0,35,1,-6.0,10/26/1980 TEN-CIN
2839,10/26/1980,KC,20.0,17.0,DET,KC,-3.0,40,1,-3.0,10/26/1980 KC-DET
2840,10/26/1980,NYG,9.0,14.0,DEN,DEN,-6.0,40,-1,6.0,10/26/1980 NYG-DEN
2841,10/26/1980,OAK,33.0,14.0,SEA,OAK,-4.0,44,1,-4.0,10/26/1980 OAK-SEA
2842,10/26/1980,PHI,17.0,14.0,CHI,PHI,-7.0,34,1,-7.0,10/26/1980 PHI-CHI
2843,10/26/1980,SF,23.0,24.0,TB,TB,-2.0,45,-1,2.0,10/26/1980 SF-TB
2844,10/26/1980,WAS,22.0,14.0,NO,WAS,-10.0,38,1,-10.0,10/26/1980 WAS-NO
2845,10/27/1980,NYJ,17.0,14.0,MIA,NYJ,-1.0,37,1,-1.0,10/27/1980 NYJ-MIA
2846,11/02/1980,BUF,14.0,30.0,ATL,BUF,-4.0,41,1,-4.0,11/02/1980 BUF-ATL
2847,11/02/1980,CIN,14.0,31.0,LAC,LAC,-3.0,43,-1,3.0,11/02/1980 CIN-LAC
2848,11/02/1980,DEN,16.0,20.0,TEN,TEN,-4.0,37,-1,4.0,11/02/1980 DEN-TEN
2849,11/02/1980,DET,17.0,13.0,SF,DET,-9.0,42,1,-9.0,11/02/1980 DET-SF
2850,11/02/1980,KC,24.0,31.0,IND,KC,-1.0,39,1,-1.0,11/02/1980 KC-IND
2851,11/02/1980,LAR,45.0,31.0,NO,LAR,-14.0,45,1,-14.0,11/02/1980 LAR-NO
2852,11/02/1980,NE,34.0,21.0,NYJ,NE,-9.0,43,1,-9.0,11/02/1980 NE-NYJ
2853,11/02/1980,OAK,16.0,10.0,MIA,OAK,-7.0,42,1,-7.0,11/02/1980 OAK-MIA
2854,11/02/1980,PIT,22.0,20.0,GB,PIT,-13.0,41,1,-13.0,11/02/1980 PIT-GB
2855,11/02/1980,SEA,20.0,27.0,PHI,PHI,-2.0,38,-1,2.0,11/02/1980 SEA-PHI
2856,11/02/1980,ARI,24.0,27.0,DAL,DAL,-5.0,42,-1,5.0,11/02/1980 ARI-DAL
2857,11/02/1980,TB,30.0,13.0,NYG,TB,-7.0,39,1,-7.0,11/02/1980 TB-NYG
2858,11/02/1980,WAS,14.0,39.0,MIN,WAS,-9.0,33,1,-9.0,11/02/1980 WAS-MIN
2859,11/03/1980,CLE,27.0,21.0,CHI,CLE,-5.0,40,1,-5.0,11/03/1980 CLE-CHI
2860,11/09/1980,IND,27.0,28.0,CLE,IND,-4.0,42,1,-4.0,11/09/1980 IND-CLE
2861,11/09/1980,CHI,35.0,21.0,WAS,CHI,-3.0,34,1,-3.0,11/09/1980 CHI-WAS
2862,11/09/1980,GB,23.0,16.0,SF,GB,-3.0,42,1,-3.0,11/09/1980 GB-SF
2863,11/09/1980,LAR,14.0,35.0,MIA,LAR,-11.0,41,1,-11.0,11/09/1980 LAR-MIA
2864,11/09/1980,MIN,34.0,0.0,DET,MIN,-2.0,39,1,-2.0,11/09/1980 MIN-DET
2865,11/09/1980,NO,21.0,34.0,PHI,PHI,-9.0,43,-1,9.0,11/09/1980 NO-PHI
2866,11/09/1980,NYG,38.0,35.0,DAL,DAL,-10.0,44,-1,10.0,11/09/1980 NYG-DAL
2867,11/09/1980,NYJ,24.0,31.0,BUF,BUF,-4.0,38,-1,4.0,11/09/1980 NYJ-BUF
2868,11/09/1980,OAK,28.0,17.0,CIN,OAK,-7.0,42,1,-7.0,11/09/1980 OAK-CIN
2869,11/09/1980,LAC,13.0,20.0,DEN,LAC,-9.0,45,1,-9.0,11/09/1980 LAC-DEN
2870,11/09/1980,SEA,30.0,31.0,KC,SEA,-3.0,40,1,-3.0,11/09/1980 SEA-KC
2871,11/09/1980,ARI,27.0,33.0,ATL,ATL,-1.0,43,-1,1.0,11/09/1980 ARI-ATL
2872,11/09/1980,TB,21.0,24.0,PIT,PIT,-7.0,43,-1,7.0,11/09/1980 TB-PIT
2873,11/10/1980,TEN,38.0,34.0,NE,TEN,-3.0,43,1,-3.0,11/10/1980 TEN-NE
2874,11/16/1980,ATL,31.0,13.0,NO,ATL,-12.0,46,1,-12.0,11/16/1980 ATL-NO
2875,11/16/1980,CHI,6.0,10.0,TEN,TEN,-3.0,35,-1,3.0,11/16/1980 CHI-TEN
2876,11/16/1980,CIN,0.0,14.0,BUF,BUF,-2.0,36,-1,2.0,11/16/1980 CIN-BUF
2877,11/16/1980,DAL,31.0,21.0,ARI,DAL,-9.0,44,1,-9.0,11/16/1980 DAL-ARI
2878,11/16/1980,DEN,31.0,24.0,NYJ,DEN,-6.0,40,1,-6.0,11/16/1980 DEN-NYJ
2879,11/16/1980,DET,9.0,10.0,IND,IND,-2.0,41,-1,2.0,11/16/1980 DET-IND
2880,11/16/1980,MIA,17.0,13.0,SF,MIA,-8.0,43,1,-8.0,11/16/1980 MIA-SF
2881,11/16/1980,MIN,38.0,30.0,TB,MIN,-4.0,37,1,-4.0,11/16/1980 MIN-TB
2882,11/16/1980,NE,14.0,17.0,LAR,NE,-3.0,48,1,-3.0,11/16/1980 NE-LAR
2883,11/16/1980,NYG,27.0,21.0,GB,GB,-2.0,41,-1,2.0,11/16/1980 NYG-GB
2884,11/16/1980,PIT,16.0,13.0,CLE,PIT,-6.0,44,1,-6.0,11/16/1980 PIT-CLE
2885,11/16/1980,LAC,20.0,7.0,KC,LAC,-8.0,46,1,-8.0,11/16/1980 LAC-KC
2886,11/16/1980,WAS,0.0,24.0,PHI,PHI,-6.0,38,-1,6.0,11/16/1980 WAS-PHI
2887,11/17/1980,SEA,17.0,19.0,OAK,OAK,-3.0,45,-1,3.0,11/17/1980 SEA-OAK
2888,11/20/1980,MIA,24.0,27.0,LAC,LAC,-4.0,40,-1,4.0,11/20/1980 MIA-LAC
2889,11/23/1980,ATL,28.0,17.0,CHI,ATL,-7.0,38,1,-7.0,11/23/1980 ATL-CHI
2890,11/23/1980,BUF,28.0,13.0,PIT,PIT,-2.0,42,-1,2.0,11/23/1980 BUF-PIT
2891,11/23/1980,CLE,31.0,7.0,CIN,CLE,-7.0,37,1,-7.0,11/23/1980 CLE-CIN
2892,11/23/1980,DAL,14.0,10.0,WAS,DAL,-12.0,42,1,-12.0,11/23/1980 DAL-WAS
2893,11/23/1980,DEN,36.0,20.0,SEA,DEN,-4.0,40,1,-4.0,11/23/1980 DEN-SEA
2894,11/23/1980,MIN,13.0,25.0,GB,MIN,-7.0,38,1,-7.0,11/23/1980 MIN-GB
2895,11/23/1980,NE,47.0,21.0,IND,NE,-6.0,45,1,-6.0,11/23/1980 NE-IND
2896,11/23/1980,NYJ,31.0,28.0,TEN,TEN,-6.0,40,-1,6.0,11/23/1980 NYJ-TEN
2897,11/23/1980,PHI,10.0,7.0,OAK,PHI,-6.0,43,1,-6.0,11/23/1980 PHI-OAK
2898,11/23/1980,SF,12.0,0.0,NYG,SF,-3.0,47,1,-3.0,11/23/1980 SF-NYG
2899,11/23/1980,ARI,13.0,21.0,KC,ARI,-2.0,42,1,-2.0,11/23/1980 ARI-KC
2900,11/23/1980,TB,10.0,24.0,DET,TB,-3.0,39,1,-3.0,11/23/1980 TB-DET
2901,11/24/1980,NO,7.0,27.0,LAR,LAR,-10.0,47,-1,10.0,11/24/1980 NO-LAR
2902,11/27/1980,DAL,51.0,7.0,SEA,DAL,-10.0,48,1,-10.0,11/27/1980 DAL-SEA
2903,11/27/1980,DET,17.0,23.0,CHI,DET,-3.0,36,1,-3.0,11/27/1980 DET-CHI
2904,11/30/1980,ATL,10.0,6.0,WAS,ATL,-10.0,40,1,-10.0,11/30/1980 ATL-WAS
2905,11/30/1980,IND,28.0,24.0,BUF,BUF,-3.0,40,-1,3.0,11/30/1980 IND-BUF
2906,11/30/1980,GB,17.0,20.0,TB,GB,-4.0,38,1,-4.0,11/30/1980 GB-TB
2907,11/30/1980,TEN,14.0,17.0,CLE,TEN,-3.0,39,1,-3.0,11/30/1980 TEN-CLE
2908,11/30/1980,KC,6.0,20.0,CIN,KC,-7.0,36,1,-7.0,11/30/1980 KC-CIN
2909,11/30/1980,LAR,38.0,13.0,NYJ,LAR,-10.0,45,1,-10.0,11/30/1980 LAR-NYJ
2910,11/30/1980,NO,20.0,23.0,MIN,MIN,-6.0,42,-1,6.0,11/30/1980 NO-MIN
2911,11/30/1980,NYG,7.0,23.0,ARI,ARI,-2.0,43,-1,2.0,11/30/1980 NYG-ARI
2912,11/30/1980,PIT,23.0,10.0,MIA,PIT,-6.0,41,1,-6.0,11/30/1980 PIT-MIA
2913,11/30/1980,LAC,22.0,21.0,PHI,LAC,-3.0,42,1,-3.0,11/30/1980 LAC-PHI
2914,11/30/1980,SF,21.0,17.0,NE,NE,-7.0,48,-1,7.0,11/30/1980 SF-NE
2915,12/01/1980,OAK,9.0,3.0,DEN,OAK,-5.0,42,1,-5.0,12/01/1980 OAK-DEN
2916,12/04/1980,TEN,6.0,0.0,PIT,TEN,-2.0,40,1,-2.0,12/04/1980 TEN-PIT
2917,12/07/1980,BUF,10.0,7.0,LAR,PICK,0.0,40,-1,-0.0,12/07/1980 BUF-LAR
2918,12/07/1980,CHI,61.0,7.0,GB,CHI,-6.0,35,1,-6.0,12/07/1980 CHI-GB
2919,12/07/1980,CIN,34.0,33.0,IND,IND,-2.0,38,-1,2.0,12/07/1980 CIN-IND
2920,12/07/1980,CLE,17.0,14.0,NYJ,CLE,-9.0,43,1,-9.0,12/07/1980 CLE-NYJ
2921,12/07/1980,KC,31.0,14.0,DEN,DEN,-2.0,39,-1,2.0,12/07/1980 KC-DEN
2922,12/07/1980,OAK,13.0,19.0,DAL,DAL,-2.0,45,-1,2.0,12/07/1980 OAK-DAL
2923,12/07/1980,PHI,17.0,20.0,ATL,PHI,-6.0,40,1,-6.0,12/07/1980 PHI-ATL
2924,12/07/1980,SF,38.0,35.0,NO,SF,-7.0,46,1,-7.0,12/07/1980 SF-NO
2925,12/07/1980,SEA,21.0,27.0,NYG,SEA,-7.0,43,1,-7.0,12/07/1980 SEA-NYG
2926,12/07/1980,ARI,24.0,23.0,DET,ARI,-2.0,40,1,-2.0,12/07/1980 ARI-DET
2927,12/07/1980,TB,10.0,21.0,MIN,TB,-2.0,39,1,-2.0,12/07/1980 TB-MIN
2928,12/07/1980,WAS,40.0,17.0,LAC,LAC,-7.0,40,-1,7.0,12/07/1980 WAS-LAC
2929,12/08/1980,MIA,16.0,13.0,NE,NE,-3.0,43,-1,3.0,12/08/1980 MIA-NE
2930,12/13/1980,LAC,21.0,14.0,SEA,LAC,-11.0,46,1,-11.0,12/13/1980 LAC-SEA
2931,12/13/1980,WAS,16.0,13.0,NYG,WAS,-7.0,39,1,-7.0,12/13/1980 WAS-NYG
2932,12/14/1980,ATL,35.0,10.0,SF,ATL,-9.0,45,1,-9.0,12/14/1980 ATL-SF
2933,12/14/1980,IND,14.0,24.0,MIA,IND,-3.0,40,1,-3.0,12/14/1980 IND-MIA
2934,12/14/1980,CHI,14.0,17.0,CIN,CHI,-6.0,35,1,-6.0,12/14/1980 CHI-CIN
2935,12/14/1980,DEN,21.0,24.0,OAK,OAK,-3.0,38,-1,3.0,12/14/1980 DEN-OAK
2936,12/14/1980,DET,27.0,14.0,TB,DET,-6.0,39,1,-6.0,12/14/1980 DET-TB
2937,12/14/1980,GB,3.0,22.0,TEN,TEN,-6.0,37,-1,6.0,12/14/1980 GB-TEN
2938,12/14/1980,MIN,28.0,23.0,CLE,CLE,-3.0,39,-1,3.0,12/14/1980 MIN-CLE
2939,12/14/1980,NE,24.0,2.0,BUF,NE,-3.0,42,1,-3.0,12/14/1980 NE-BUF
2940,12/14/1980,NYJ,20.0,21.0,NO,NYJ,-7.0,46,1,-7.0,12/14/1980 NYJ-NO
2941,12/14/1980,PHI,17.0,3.0,ARI,PHI,-9.0,39,1,-9.0,12/14/1980 PHI-ARI
2942,12/14/1980,PIT,21.0,16.0,KC,PIT,-8.0,41,1,-8.0,12/14/1980 PIT-KC
2943,12/15/1980,LAR,38.0,14.0,DAL,DAL,-2.0,46,-1,2.0,12/15/1980 LAR-DAL
2944,12/20/1980,MIA,17.0,24.0,NYJ,MIA,-6.0,40,1,-6.0,12/20/1980 MIA-NYJ
2945,12/20/1980,TB,13.0,14.0,CHI,CHI,-1.0,35,-1,1.0,12/20/1980 TB-CHI
2946,12/21/1980,IND,28.0,38.0,KC,IND,-3.0,42,1,-3.0,12/21/1980 IND-KC
2947,12/21/1980,CIN,24.0,27.0,CLE,CLE,-3.0,38,-1,3.0,12/21/1980 CIN-CLE
2948,12/21/1980,DAL,35.0,27.0,PHI,DAL,-5.0,42,1,-5.0,12/21/1980 DAL-PHI
2949,12/21/1980,DET,24.0,3.0,GB,DET,-6.0,38,1,-6.0,12/21/1980 DET-GB
2950,12/21/1980,TEN,20.0,16.0,MIN,TEN,-10.0,37,1,-10.0,12/21/1980 TEN-MIN
2951,12/21/1980,LAR,20.0,17.0,ATL,LAR,-3.0,44,1,-3.0,12/21/1980 LAR-ATL
2952,12/21/1980,NO,27.0,38.0,NE,NE,-9.0,48,-1,9.0,12/21/1980 NO-NE
2953,12/21/1980,NYG,17.0,33.0,OAK,OAK,-8.0,42,-1,8.0,12/21/1980 NYG-OAK
2954,12/21/1980,SF,13.0,18.0,BUF,BUF,-6.0,42,-1,6.0,12/21/1980 SF-BUF
2955,12/21/1980,SEA,17.0,25.0,DEN,SEA,-2.0,42,1,-2.0,12/21/1980 SEA-DEN
2956,12/21/1980,ARI,7.0,31.0,WAS,ARI,-2.0,38,1,-2.0,12/21/1980 ARI-WAS
2957,12/22/1980,LAC,26.0,17.0,PIT,LAC,-4.0,44,1,-4.0,12/22/1980 LAC-PIT
2958,12/28/1980,DAL,34.0,13.0,LAR,DAL,-3.0, ,1,-3.0,12/28/1980 DAL-LAR
2959,12/28/1980,OAK,27.0,7.0,TEN,TEN,-1.0, ,-1,1.0,12/28/1980 OAK-TEN
2960,01/03/1981,PHI,31.0,16.0,MIN,PHI,-7.0, ,1,-7.0,01/03/1981 PHI-MIN
2961,01/03/1981,LAC,20.0,14.0,BUF,LAC,-6.0, ,1,-6.0,01/03/1981 LAC-BUF
2962,01/04/1981,ATL,27.0,30.0,DAL,ATL,-2.5, ,1,-2.5,01/04/1981 ATL-DAL
2963,01/04/1981,CLE,12.0,14.0,OAK,CLE,-3.5, ,1,-3.5,01/04/1981 CLE-OAK
2964,01/11/1981,PHI,20.0,7.0,DAL,DAL,-1.0, ,-1,1.0,01/11/1981 PHI-DAL
2965,01/11/1981,LAC,27.0,34.0,OAK,LAC,-4.0, ,1,-4.0,01/11/1981 LAC-OAK
